listing_id,source,address,suburb,state,postcode,council_area,region,distance_to_cbd_km,lat,lon,property_type,bedrooms,bathrooms,car_spaces,toilets,land_size,building_area,year_built,has_pool,has_garage,sale_price,price_raw_aud,sale_date,sale_method,days_on_market,inspection_note,agent_name,agency_name,agent_phone,rba_cash_rate_pct,market_sentiment,market_context,suburb_median_price,auction_clearance_rate_pct,weekly_rent_aud,property_count_suburb
AU-003540,Domain,130 High St,Ballarat,Victoria,3350,City of Ballarat,Regional VIC,115.0,-38.349305,145.223002,h,--,2,0,3.0,633.0,,,false,No,"$571,000",571000,09-11-2021,A,11,Inspect Sat/Sun,McGrath,McGrath,03 5571 6878,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",526000.0,76.0,350.0,
AU-006173,domain.com.au,,Chatswood,N.S.W,2067,Willoughby,Inner Sydney,10.0,,151.173379,House/Cottage,6,1,3,2.0,0.0906 ha,328.0,1906.0,false,1,"$3,368,000",3368000,01 Aug 2022,A,,,Kay & Burton,kay & burton,02 6614 1434,1.85,Distressed,,2110000.0,51.8,,12532.0
AU-001873,Domain,19 Main Place,RICHMOND,victoria,03121,Yarra,Inner Melbourne,3.0 km,-38.239635,145.014199,house,2,1,,1.0,1874.0,144.0,,N,,"$1,526,000.00",1526000,,Private Treaty,19,,Marshall White,Marshall White,03 7642 8440,0.1,Strong,Victoria snap lockdown (June); clearance dips briefly; national momentum holds,1419000.0,68.0,1080.0,10873.0
AU-003155,Domain,149 Station Street,Sunshine,Vic,3020,,Western Metropolitan,12.5,-37.592848,144.846166,TownHouse,,3,2,3.0,1623,246sqm,1925.0,No,,"$587,000",587000,17-10-2021,,35,First open after lockdown,McGrath,,03 3530 2948,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,693000.0,72.0,,2064.0
AU-000443,realestate.com.au,,Bondi,nsw,2026,,Inner Sydney,7.0,-33.810469,150.736621,House/Cottage,3,3,,3.0,0.187ha,228.0,,no,,"$2,413,000",2413000,"Feb 08, 2021",S,29,Open Saturday,Buxton,Buxton,02 4444 4679,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,2306000.0,79.3,1500.0,10895.0
AU-006615,Agent Website,69 High Pl,dandenong,,3175,,Eastern Metropolitan,30.0,,145.014321,u,Unknown,2,1,2.0,1349.0,,1947.0,no,Y,210000,210000,,PS,,,Woodards,Woodards,03 5660 9302,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,546000.0,,120.0,1699.0
AU-001478,Agent Website,199 Queen Dr,South Yarra,VIC,,Stonnington,Inner South,3.5,,145.207376,Hse,--,3,0,4.0,0.0597 ha,,,False,,"$1,042,000",1042000,21-05-2021,Private Sale,11,,Buxton,Buxton,03 2211 9681,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,1565000.0,,830.0,2654.0
AU-007851,domain.com.au,46 Main St,Werribee,V.I.C,3030,Wyndham,Western Metropolitan,30.0,,144.819007,Townhouse,4 bed,1,1,,196.0,94.0,1964.0,no,,"$448,000",448000,24/03/2023,Passed In,37,,RT Edgar,RT Edgar,03 6178 5304,3.6,Recovering,,479000.0,62.0,,13278.0
AU-006059,domain.com.au,30 Victoria Court,Gold Coast,Queensland,4217,Gold Coast,Gold Coast,80.0,-33.929383,,TownHouse,3,3,2,,,152.0,,,true,"$705,000",705000,Aug-22,private sale,41,,PRD,PRD,02 1872 7240,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,791000.0,40.2,,10216.0
AU-001738,Domain ,104 Smith Rd,Collingwood,Victoria,3066,Yarra,Inner Melbourne,2.8,-38.19318,,house,6,1,2,2.0,,,1915.0,false,,"$1,089,000",1089000,20 May 2021,A,Unknown,,RT Edgar,RT Edgar,-,0.1,FOMO,,1107000.0,,,3160.0
AU-005864, REA,47 Jones Street,Toorak,victoria,3142,Stonnington,,6.0,-37.680094,145.021969,Residential House,,2,2,3.0,0.1434 ha,,,false,Y,$2961k,2961000,02 Jul 2022,PS,43,,Stockdale & Leggo,Stockdale & Leggo,,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,3462000.0,46.0,,9168.0
AU-004428, REA,,Ringwood,victoria,3134,Maroondah,Eastern Metropolitan,24.0,-38.329306,144.753291,flat,4.0,,3,3.0,,384.0,1993.0,,true,"$819,000",819000,"Feb 22, 2022",AUC,32,By appointment,Marshall White,,03 2046 4249,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,911000.0,70.0,,1232.0
AU-008116, REA,2 Main Cres,Paddington,Q'land,02097,Brisbane,Brisbane Inner,3.5,,150.792997,Townhouse,5,1,2,,760,418.0,1934.0,No,yes,"$859,000",,18 Apr 2023,S,51,By appointment,RT Edgar,RT Edgar,02 4044 3007,3.85,Recovering,,899000.0,,,
AU-009450,domain.com.au,1 Park Ave,Brighton,VIC,3195,BAYSIDE,,12.0,,144.624276,Residential House,5, ,2,2.0,,,,no,Y,Contact Agent,None,21 August 2023,A,,,Century 21,Century 21,03 7432 9722,4.1,Resilient,Affordability stress growing; first-home buyers retreating,2205000.0,65.0,,6205.0
AU-006870,Domain ,11 Station Avenue,Manly,nsw.,2095,Northern Beaches,,17.0,-33.697034,150.823445,unit duplex,5,,0,3.0,320,,1917.0,No,False,"$1,768,000",1768000,03 November 2022,S,,Inspect Sat/Sun,Woodards,Woodards,02 7395 3008,2.85,Weak,National prices -6% from peak; Melbourne -7%; clearance slowly recovering,2794000.0,49.4,1180.0,5118.0
AU-007095, REA,15 Brown Street,Sunshine,Vic,3020,Brimbank,Western Metropolitan,,-37.895781,145.387838,Hse,6,2,0 car,2.0,1267,67.0,,no,0,"$660,000",,16/12/2022,auction,43,Inspect Sat/Sun,,Fletchers,03 6964 4192,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,,52.0,530.0,3405.0
AU-004253, REA,197 Church Pde,Northcote,vic.,3070,Darebin,Northern Metropolitan,6.5,-38.357427,145.083187,house,1,1,3,2.0,311,179.0,1902.0,False,true,"$994,000.00",994000,2022/01/12,PS,39,Inspect Sat/Sun,RAINE & HORNE,Raine & Horne,03 7880 2797,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,1034000.0,72.0,870.0,4483.0
AU-005196,Agent Website,,Brunswick,Victoria,3056,Moreland,Northern Metropolitan,5.5,-38.28514,145.068279,Townhouse,4 bed,3,3,3.0,1393,,2004.0,Y,Yes,"$765,000",765000,11 Apr 2022,auction,33,Inspect Sat/Sun,RT Edgar,RT Edgar,03 3882 3972,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,1007000.0,,,9296.0
AU-006980, REA,122 Oak Rd,werribee,Vic,3030,Wyndham,Western Metropolitan,30.0,-38.438475,,Hse,4,1,,1.0,529.0,114.0,1978.0,,yes,"$619,000",619000,2022/11/20,auction,55,,Jellis Craig,jellis craig,03 4739 3593,2.85,Weak,National prices -6% from peak; Melbourne -7%; clearance slowly recovering,479000.0,46.0,,6543.0
AU-009073,Domain,122 Brown Rd,Sunnybank,Qld,4109,BRISBANE,Brisbane Outer,14.0,-33.517754,150.876216,House/Cottage,3,1,3,,,209.0,1939.0,,Yes,"Offers Over $650,000",660000,29-07-2023,PS,49,,RT Edgar,RT Edgar,02 9455 5630,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,709000.0,,620.0,790.0
AU-009473,realestate.com.au,58 Station Street,Officer,Victoria,3809,Cardinia,Eastern Metropolitan,50.0,-38.253958,,Unit/Duplex,2,2,1,2.0,878,,,N,,"$208,000",,16-08-2023,EOI,,,Century 21,Century 21,,4.1,Resilient,Affordability stress growing; first-home buyers retreating,,65.0,140.0,3169.0
AU-005017,REA,67 Jones Avenue,Frankston,VIC,3199,Frankston,Southern Metropolitan,40.0,-38.237171,144.767667,TownHouse,1,1,2,1.0,1405.0,372.0,1965.0,no,1,$0.31M,310000,12/04/2022,AUC,39,,Kay & Burton,Kay & Burton,03 9440 1289,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,637000.0,62.0,270.0,6891.0
AU-008897,Domain ,21 Queen Street,LIVERPOOL,nsw.,2170,Liverpool,Western Sydney,30.0,,,HOUSE,3,1,1,1.0,,,1930.0,false,Y,"$750,000",750000,,PS,38,By appointment,RT Edgar,RT Edgar,,4.1,Resilient,,702000.0,,,14641.0
AU-006186,Domain ,123 Railway Court,Hawthorn,VIC,3122,Boroondara,Inner East,6.5,-38.101251,145.023768,Apartment,5,1,1,2.0,,164.0,,false,yes,$1.27M,1273000,Aug-22,A,52,,,Nelson Alexander,03 6127 5074,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,1688000.0,44.0,1150.0,6803.0
AU-001255,Agent Website,123 Queen Place,St Kilda,Vic,3182,Port Phillip,,5.5,-38.314977,145.01756,Unit,3,1,1 car,1.0,982,482sqm,1997.0,No,yes,"$558,000",,16 Apr 2021,Private Treaty,-,Open Saturday,Fletchers,Fletchers,03 2481 2764,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,988000.0,,540.0,
AU-004389,Domain ,119 High Pl,SUNSHINE COAST,Queensland,4557,Sunshine Coast,Sunshine Coast,100.0,-33.865048,150.835015,flat,3,2,0,2.0,1681,,,No,No,447000,,26 February 2022,,,,CENTURY 21,Century 21,02 6883 2951,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,852000.0,78.9,,11691.0
AU-008314,REA,119 Main Place,bendigo,vic.,03550,,Regional VIC,150.0,-37.755677,145.200318,u,2,2,0,3.0,,397sqm,1951.0,,no,"$187,000",187000,02/04/2023,PI,unknown,,Buxton,Buxton,03 4831 2470,3.85,Recovering,Perth +3% in April; Brisbane strong; Melbourne lagging other capitals,379000.0,,160.0,251.0
AU-006065,Domain ,21 Oak Road,Prahran,vic,3181,STONNINGTON,Inner South,4.5,-38.042798,145.403197,Vacant Land,0,0 bath,2,0.0,47158,,,No,True,"Offers Over $150,000", ,Aug-22,Private Treaty,75,By appointment,WOODARDS,woodards,03 3336 9191,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,1108000.0,44.0,,11660.0
AU-002341,Agent Website,176 High Parade,Preston,vic.,03072,Darebin,Northern Metropolitan,9.0,,145.066859,Hse,3,3,,,,102.0,1962.0,False,No,"$916,000",,27 Jul 2021,Private Sale,,Virtual inspection only,McGrath,McGrath,03 4890 2603,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,,,680.0,
AU-005938,realestate.com.au,62 Park Court,Surry Hills,New South Wales,2010,Sydney,,3.0,,150.755748,APT,4,3,1,4.0,,316.0,1998.0,No,,"$885,000",885000,21-07-2022,Private Treaty,67,Open Saturday,Jellis Craig,Jellis Craig,02 2453 1543,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,1461000.0,,530.0,
AU-006382,Agent Website,,Box Hill,vic.,3128,Whitehorse,Eastern Metropolitan,14.0,-37.611046,144.839996,UNIT ,3,1,2 car,1.0,1211,319.0,1943.0,false,True,"$424,000",424000,01 September 2022,Passed In,55,Open Saturday,McGrath,McGrath,03 7958 3612,2.35,Distressed,RBA hikes 50bp to 2.35%; affordability at historic lows; sentiment very negative,1020000.0,43.0,,10359.0
AU-008834,domain.com.au,78 Brown Dr,Box Hill,vic.,3128,Whitehorse,Eastern Metropolitan,14.0,-38.038949,145.375606,House/Cottage,4,,1,3.0,0.0266 ha,151.0,,,yes,"$1,458,000",1458000,23/06/23,AUC,,,Jellis Craig,Jellis Craig,03 6589 5478,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,1022000.0,64.0,,5968.0
AU-003043,domain.com.au,137 Brown Parade,ST KILDA,victoria,3182,,Inner South,5.5 km,-38.063795,144.812711,unit duplex,3,1,1,,160.0 sqm,97.0,2006.0,No,True,"$575,000",575000,09 October 2021,A,20,High demand – multiple offers,,Noel Jones,03 3485 3203,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,1058000.0,72.0,540.0,8257.0
AU-007652,domain.com.au,167 High Street,Epping,VIC,3076,Whittlesea,Northern Metropolitan,22.0,-37.593063,,TOWNHOUSE,6,2,1,,0.196ha,64.0,,N,yes,Contact Agent,631000,07 February 2023,Private Sale,32,By appointment,Barry Plant,Barry Plant,03 8662 5075,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,574000.0,,,2373.0
AU-001655,Agent Website,100 Main St,Sunbury,V.I.C,4745,Hume,Northern Metropolitan,40.0,,144.897346,Apartment,1,2,1,,1262.0,,,False,yes,"$259,000",259000,"May 11, 2021",PS,32,Open Saturday,FLETCHERS,Fletchers,03 4144 6203,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,570000.0,,170.0,8641.0
AU-003999,Agent Website,57 Smith Pde,,Vic,3124,,Inner East,9.5,,,t,1,3 bath,1,3.0,1307m2,238.0,1904.0,0,,"$1,456,000",1456000,03/12/21,passed in,32,,First National,First National,03 3317 9043,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,1844000.0,74.0,1250.0,13643.0
AU-010435,realestate.com.au,3 Railway St,Collingwood,victoria,3066,Yarra,Inner Melbourne,2.8,-37.833383,144.950385,House/Cottage,2,3,2,3.0,,,1956.0,0,Yes,"$834,000",834000,2023/11/28,Passed In,22,,Barry Plant,Barry Plant,03 8176 3630,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,1045000.0,,,1253.0
AU-000476,Agent Website,174 Queen Place,Sunnybank,Qld,4109,Brisbane,Brisbane Outer,14.0,-33.915839,150.844283,Unit/Duplex,1,2,?,2.0,657m2,,1933.0,N,No,"Offers Over $300,000",,"Feb 07, 2021",auction, ,,Noel Jones,Noel Jones,02 5284 5904,0.1,Strong,,713000.0,,230.0,6415.0
AU-004490,Domain ,136 Station Street,BALLARAT,Victoria,3350,City of Ballarat,,115.0,-37.590419,144.880759,UNIT ,4,1,3,2.0,1545.0 sqm,245.0,2010.0,false,true,"$183,000",183000,Feb-22,Private Treaty,37,,LJ Hooker,lj hooker,,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,461000.0,70.0,150.0,2479.0
AU-004217,realestate.com.au,25 Smith Road,Toorak,Victoria,3142,Stonnington,Inner East,6.0,-38.283001,144.566034,House/Cottage,5,1,N/A,1.0,1769,353.0,1918.0,no,No,"$3,847,000.00",3847000,03 Jan 2022,passed in,19,,RT EDGAR,RT Edgar,03 5153 1675,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,3802000.0,72.0,3600.0,432.0
AU-004984,Domain,189 Church Drive,Ringwood,V.I.C,3134,Maroondah,Eastern Metropolitan,24.0,-37.964122,144.845988,Unit/Duplex,2,1,3,2.0,299,163.0,1906.0,false,yes,$398k,398000,,AUC,32,,Century 21,Century 21,03 8188 4166,0.1,Cautious,Ukraine war drives global inflation; RBA under pressure; Sydney falls 0.2%,902000.0,,,10500.0
AU-001439,REA,18 Smith Dr,Hawthorn,Victoria,3122,Boroondara,Inner East,6.5,-37.695387,145.03267,house,4,none,2 car,1.0,1700.0,398.0,1952.0,no,Y,"$1,905,000",1905000,10/04/21,S,28,By appointment,Marshall White,Marshall White,03 7356 5150,0.1,FOMO,,,,1430.0,2325.0
AU-000766,Agent Website,12 Jones Ave,Brunswick,Vic,3056,Moreland,Northern Metropolitan,5.5,-38.49005,144.701026,Townhouse,Unknown,2 bath,Unknown,2.0,,219.0,1936.0,No,N,"$570,000",570000,"Mar 08, 2021",Passed In,44,Open Saturday,RT Edgar,RT Edgar,03 8934 5179,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,934000.0,76.0,,6960.0
AU-008500,domain.com.au,48 Oak Ct,Bendigo,VIC,3550,,Regional VIC,150.0,-38.016109,144.586694,HOUSE,2,1,,,274,,1959.0,0,yes,"$350,000",350000,May-23,Private Sale,44,,Biggin & Scott,Biggin & Scott,03 8239 9278,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,383000.0,66.0,,4574.0
AU-007858,domain.com.au,43 King Drive,COLLINGWOOD,V.I.C,3066,Yarra,Inner Melbourne,2.8 km,-37.777598,145.184069,UNIT,5,1,1,1.0,1629.0,,1909.0,No,,"$531,000",531000,,A,,By appointment,Ray White,,03 9422 3430,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,,62.0,,
AU-007080,Domain,63 Railway Dr,Ipswich,Q'land,4305,Ipswich,South-East QLD,40.0,,,UNIT ,1,1,2,1.0,0.0198 ha,353.0,,0,yes,"$139,000",139000,Nov-22,PI,57,,LJ Hooker,LJ Hooker,02 2819 3968,2.85,Weak,,439000.0,,,8816.0
AU-005818, REA,191 Oak Pde,Preston,Victoria,3072,Darebin,Northern Metropolitan,9.0,-38.48561,144.556576,Hse,4 Bedrooms,1,2,1.0,227 square metres,,2012.0,No,Y,"$791,000",791000,07/07/22,S,30,,PRD,PRD,03 1926 2162,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,801000.0,46.0,600.0,14332.0
AU-005804,Domain ,10 Main Pde,St Kilda,victoria,3182,Port Phillip,Inner South,5.5,,144.654894,unit,3,1,1,1.0,,257.0,1917.0,No,True,"$648,000",648000,"Jul 29, 2022",private sale,44,Open Saturday,Nelson Alexander,Nelson Alexander,03 8864 6802,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,,46.0,,7915.0
AU-009078,Domain ,104 King Street,Collingwood,vic.,3066,YARRA,Inner Melbourne,,-37.598747,,unit,5 bed,2,3,2.0,1184,460.0,1988.0,false,Y,POA,778000,05 July 2023,A,43,,Barry Plant,Barry Plant,03 9206 2901,4.1,Resilient,,1032000.0,65.0,740.0,14351.0
AU-002366,Agent Website,125 Queen Ct,Yarra,VIC,3066,Collingwood,Inner Melbourne,2.8,,144.593809,house,six,3,2,3.0,1599,,1998.0,,Y,"$1,775,000",1775000,2021-07-14,Private Treaty,,By private appointment - lockdown restrictions apply,Jellis Craig,Jellis Craig,03 1886 1673,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,1137000.0,60.0,,10809.0
AU-010467,Domain ,100 Queen Avenue,Camberwell,Victoria,,Boroondara,Inner East,9.5,-37.570902,145.275665,TownHouse,,1,3,2.0,0.0180 ha,132.0,1941.0,False,true,POA,1770000,2023/11/26,Private Treaty,34,,,First National,03 1402 9278,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,1637000.0,62.0,1620.0,
AU-007775,Agent Website,44 Queen Ave,Sunshine Coast,QLD,4557,Sunshine Coast,,,,150.847405,Residential House,3.0,1 bath,2 car,1.0,0.1892 ha,90.0,,false,1,"$681,000",681000,13-02-2023,,27,,McGrath,McGrath,02 9123 3100,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,713000.0,61.0,520.0,10880.0
AU-000531,Agent Website,108 Victoria Parade,GOLD COAST,QLD.,4217,GOLD COAST,Gold Coast,80.0,,151.355731,UNIT ,5,2,1,2.0,800.0,492.0,1988.0,No,1,"$647,000",647000,"Feb 13, 2021",AUC,26,,,LJ Hooker,,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,,80.0,,
AU-002593,domain.com.au,169 Brown Place,Prahran,vic,3181,STONNINGTON,Inner South,4.5,-38.496459,145.281923,House,6,,,2.0,1958.0,,1937.0,1,0,POA,1328000,02 Aug 2021,,18,By private appointment - lockdown restrictions apply,Hocking Stuart,Hocking Stuart,03 1877 2344,0.1,Anxious,Sydney 100-day lockdown peak; Melbourne lockdown #6; nationwide uncertainty,1213000.0,55.0,850.0,4308.0
AU-001209,realestate.com.au,110 High Road,sunnybank,QLD.,4109,BRISBANE,Brisbane Outer,14.0,-33.624664,150.96771,Unit/Duplex,4,1,1 car,1.0,1511 square metres,120sqm,1934.0,False,,"$464,000",464000,Apr-21,Private Sale,34,,Nelson Alexander,Nelson Alexander,02 4174 8200,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,747000.0,,,12707.0
AU-007785,Domain,132 Smith Ct,preston,VIC,3072,Darebin,Northern Metropolitan,9.0,,144.527153,Residential House,6,1 bath,1,2.0,0.046ha,,,,true,"$1,126,000",1126000,25/02/23,A,,,Buxton,Buxton,,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,,58.0,680.0,
AU-004184,Domain ,45 King Road,Liverpool,NSW,2170,Liverpool,,30.0,,151.139362,House/Cottage,5,1,1 car,1.0,,,1986.0,,Y,$848k,848000,23-01-2022,Private Treaty,30,,Nelson Alexander,Nelson Alexander,02 8124 7250,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,,79.3,,4940.0
AU-007216,Domain,176 Smith Drive,CHATSWOOD,nsw,2067,Willoughby,,10.0,,150.851955,UNIT,TBC,,1,,1706.0,443.0,1939.0,,Y,$1.16M,1159000,06 Dec 2022,PI,54,,Noel Jones,Noel Jones,unknown,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,1976000.0,50.3,980.0,1114.0
AU-005215,REA,79 Oak Cres,Craigieburn,V.I.C,3064,,,26.0,-38.208426,144.569939,unit,3,2,3,2.0,,249.0,1949.0,false,,"$425,000",,06/04/2022,Auction,20,,Ray White,Ray White,,0.1,Cautious,,614000.0,62.0,250.0,8567.0
AU-000097,REA,43 King St,Bondi,New South Wales,2026,Waverley,,7.0,-33.914611,150.869157,house,five,2,2,,231.0,330sqm,2007.0,,,"$2,986,000",2986000,11/01/2021,private sale,,Open Saturday,Fletchers,Fletchers,02 5827 9407,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,2255000.0,,,2279.0
AU-005764,realestate.com.au,,st_kilda,Victoria,3182,Port Phillip,Inner South,5.5,-38.183061,145.09309,house,2.0,1,0,1.0,1765,,,,No,"$976,000",976000,Jun-22,Passed In,31,Open Saturday,Ray White,Ray White,03 1001 9345,0.85,Falling,RBA hikes 50bp to 0.85%; Sydney -1.0% in month; Melbourne -0.7%; panic sets in,1001000.0,50.0,,241.0
AU-000650, REA,164 Victoria Road,Epping,vic.,3715,Whittlesea,Northern Metropolitan,22.0,,144.747672,Hse,5,,1,2.0,0.1185 ha,244.0,1995.0,False,1,"$640,000",640000,06-02-2021,eoi,,,RT Edgar,RT Edgar,03 5937 1849,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,608000.0,75.0,,10017.0
AU-001388,Agent Website,67 Railway Avenue,PENRITH,N.S.W,2750,Penrith,,,-33.797118,151.307536,Duplex,1,3,0 car,3.0,,459.0,1908.0,False,no,"$337,000",337000,22 Apr 2021,Private Treaty,25,,Barry Plant,Barry Plant,02 1372 9593,0.1,FOMO,,747000.0,85.2,200.0,9460.0
AU-006028,domain.com.au,94 Station Avenue,Fitzroy,victoria,3065,Yarra,,2.5,-38.078044,145.439435,duplex,5,1 bath,2,1.0,1388m2,,1983.0,N,true,"$984,000",984000,25-07-2022,Private Treaty,34,,Noel Jones,Noel Jones,,1.35,Falling,,1190000.0,,570.0,2509.0
AU-010068,Agent Website,70 Brown Parade,CAMBERWELL,V.I.C,3124,Boroondara,Inner East,9.5,-37.96985,144.694484,Townhouse,1,2,1,3.0,1300m2,471.0,2006.0,,true,POA,1033000,17 Oct 2023,PS,33,Inspect Sat/Sun,Ray White,Ray White,03 1892 4229,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,1641000.0,,690.0,
AU-008720,Domain,87 Park Dr,Werribee,Vic,3030,Wyndham,Western Metropolitan,30.0,-38.275047,,VILLA,NA,2,2,2.0,836,,,false,Yes,"$260,000",,22 May 2023,auction,36,Open Saturday,Fletchers,Fletchers,03 9693 2350,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,491000.0,66.0,240.0,
AU-008704,Agent Website,136 High Avenue,Chatswood,nsw.,4784,Willoughby,Inner Sydney,,-33.509837,151.473856,Town House,6,2,2,3.0,266m2,,1917.0,False,True,$3.12M,3120000,01 May 2023,Private Treaty,46,Inspect Sat/Sun,Raine & Horne,Raine & Horne,02 5384 8757,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,2044000.0,74.2,,
AU-002711,Agent Website,31 High Street,Epping,VIC,,Whittlesea,Northern Metropolitan,22.0,,145.150029,Town House,six,2,2,2.0,925.0,156.0,2003.0,,True,Contact Agent,676000,20/08/21,private sale,,Virtual tour available,RT Edgar,rt edgar,03 8001 3331,0.1,Anxious,Sydney 100-day lockdown peak; Melbourne lockdown #6; nationwide uncertainty,670000.0,55.0,,1459.0
AU-002351,realestate.com.au,146 High Parade,Ringwood,victoria,3134,Maroondah,Eastern Metropolitan,24.0,,145.416818,Townhouse,1 Bedrooms,1,2 car,2.0,463,312.0,1938.0,False,Y,"$496,000",496000,Jul-21,Private Treaty,27,Virtual inspection only,Kay & Burton,kay & burton,03 9471 4623,0.1,Mixed,,884000.0,60.0,360.0,13902.0
AU-001651,Domain ,124 Oak Rd, Collingwood,Vic,03066,Yarra,Inner Melbourne,2.8,-38.004072,144.976179,TownHouse,3,1,2,1.0,129,356.0,2008.0,0,true,"Offers Over $700,000",703000,19-05-2021,AUC,11,By appointment,Noel Jones,Noel Jones,03 8684 9356,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,1107000.0,76.0,,4774.0
AU-010050,Agent Website,143 Main Place,prahran,Victoria,3181,Stonnington,Inner South,4.5,-37.810326,145.32918,House/Cottage,4 Bedrooms,3,1,,,,,N,1,"$971,000",971000,16/10/23,Private Sale,27,,BARRY PLANT,,03 6931 3148,4.1,Steady,,1112000.0,63.0,,4301.0
AU-008275, REA,65 Victoria Road,Toorak,victoria,3142,Stonnington,Inner East,6.0 km,-37.677336,144.751947,HOUSE,4,,0,1.0,1392.0 sqm,424.0,1928.0,,false,$3.24M,3242000,"Apr 26, 2023",Passed In,34,,Century 21,Century 21,03 9837 7806,3.85,Recovering,Perth +3% in April; Brisbane strong; Melbourne lagging other capitals,3232000.0,65.0,2230.0,12094.0
AU-001513,REA,,PRESTON,VIC,3072,Darebin,Northern Metropolitan,9.0,-37.600612,,unit duplex,3 Bedrooms,2,,3.0,,455.0,,False,,"$462,000",462000,2021/05/26,Auction,47,,LJ Hooker,lj hooker,03 8883 4060,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,827000.0,76.0,280.0,10073.0
AU-002367, REA,130 Brown Pde,FITZROY,,3065,Yarra,,2.5,-38.270827,,Hse,1,2,0,2.0,560,,,no,No,$1361k,1361000,2021/07/22,,32,By private appointment - lockdown restrictions apply,Ray White,Ray White,03 9917 7093,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,1263000.0,,1140.0,709.0
AU-003576,realestate.com.au,8 Church Pde,Camberwell,victoria,4344,Boroondara,Inner East,9.5,,145.346663,house,4,,2,3.0,1771,295.0,1967.0,False,yes,"$1,796,000",1796000,"Nov 18, 2021",PS,28,By appointment,Marshall White,Marshall White,,0.1,FOMO,,1837000.0,76.0,,3748.0
AU-003682, REA,29 Smith Court,Footscray,vic,3011,Maribyrnong,,6.0,,,Residential House,5,2,2,2.0,609,465.0,1968.0,False,yes,"$910,000",910000,21 November 2021,A,32,By appointment,First National,First National,03 5549 8305,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",853000.0,,,
